nid,jid,Last Name,First Name,Middle Name,Suffix,Birth Month,Birth Day,Birth Year,Birth City,Birth State,Death Month,Death Day,Death Year,Death City,Death State,Gender,Race or Ethnicity,Court Type (1),Court Name (1),Appointment Title (1),Appointing President (1),Party of Appointing President (1),Reappointing President (1),Party of Reappointing President (1),ABA Rating (1),Seat ID (1),Statute Authorizing New Seat (1),Recess Appointment Date (1),Nomination Date (1),Committee Referral Date (1),Hearing Date (1),Judiciary Committee Action (1),Committee Action Date (1),Senate Vote Type (1),Ayes/Nays (1),Confirmation Date (1),Commission Date (1),"Service as Chief Judge, Begin (1)","Service as Chief Judge, End (1)","2nd Service as Chief Judge, Begin (1)","2nd Service as Chief Judge, End (1)",Senior Status Date (1),Termination (1),Termination Date (1),Court Type (2),Court Name (2),Appointment Title (2),Appointing President (2),Party of Appointing President (2),Reappointing President (2),Party of Reappointing President (2),ABA Rating (2),Seat ID (2),Statute Authorizing New Seat (2),Recess Appointment Date (2),Nomination Date (2),Committee Referral Date (2),Hearing Date (2),Judiciary Committee Action (2),Committee Action Date (2),Senate Vote Type (2),Ayes/Nays (2),Confirmation Date (2),Commission Date (2),"Service as Chief Judge, Begin (2)","Service as Chief Judge, End (2)","2nd Service as Chief Judge, Begin (2)","2nd Service as Chief Judge, End (2)",Senior Status Date (2),Termination (2),Termination Date (2),Court Type (3),Court Name (3),Appointment Title (3),Appointing President (3),Party of Appointing President (3),Reappointing President (3),Party of Reappointing President (3),ABA Rating (3),Seat ID (3),Statute Authorizing New Seat (3),Recess Appointment Date (3),Nomination Date (3),Committee Referral Date (3),Hearing Date (3),Judiciary Committee Action (3),Committee Action Date (3),Senate Vote Type (3),Ayes/Nays (3),Confirmation Date (3),Commission Date (3),"Service as Chief Judge, Begin (3)","Service as Chief Judge, End (3)","2nd Service as Chief Judge, Begin (3)","2nd Service as Chief Judge, End (3)",Senior Status Date (3),Termination (3),Termination Date (3),Court Type (4),Court Name (4),Appointment Title (4),Appointing President (4),Party of Appointing President (4),Reappointing President (4),Party of Reappointing President (4),ABA Rating (4),Seat ID (4),Statute Authorizing New Seat (4),Recess Appointment Date (4),Nomination Date (4),Committee Referral Date (4),Hearing Date (4),Judiciary Committee Action (4),Committee Action Date (4),Senate Vote Type (4),Ayes/Nays (4),Confirmation Date (4),Commission Date (4),"Service as Chief Judge, Begin (4)","Service as Chief Judge, End (4)","2nd Service as Chief Judge, Begin (4)","2nd Service as Chief Judge, End (4)",Senior Status Date (4),Termination (4),Termination Date (4),Court Type (5),Court Name (5),Appointment Title (5),Appointing President (5),Party of Appointing President (5),Reappointing President (5),Party of Reappointing President (5),ABA Rating (5),Seat ID (5),Statute Authorizing New Seat (5),Recess Appointment Date (5),Nomination Date (5),Committee Referral Date (5),Hearing Date (5),Judiciary Committee Action (5),Committee Action Date (5),Senate Vote Type (5),Ayes/Nays (5),Confirmation Date (5),Commission Date (5),"Service as Chief Judge, Begin (5)","Service as Chief Judge, End (5)","2nd Service as Chief Judge, Begin (5)","2nd Service as Chief Judge, End (5)",Senior Status Date (5),Termination (5),Termination Date (5),Court Type (6),Court Name (6),Appointment Title (6),Appointing President (6),Party of Appointing President (6),Reappointing President (6),Party of Reappointing President (6),ABA Rating (6),Seat ID (6),Statute Authorizing New Seat (6),Recess Appointment Date (6),Nomination Date (6),Committee Referral Date (6),Hearing Date (6),Judiciary Committee Action (6),Committee Action Date (6),Senate Vote Type (6),Ayes/Nays (6),Confirmation Date (6),Commission Date (6),"Service as Chief Judge, Begin (6)","Service as Chief Judge, End (6)","2nd Service as Chief Judge, Begin (6)","2nd Service as Chief Judge, End (6)",Senior Status Date (6),Termination (6),Termination Date (6),Other Federal Judicial Service (1),Other Federal Judicial Service (2),Other Federal Judicial Service (3),Other Federal Judicial Service (4),School (1),Degree (1),Degree Year (1),School (2),Degree (2),Degree Year (2),School (3),Degree (3),Degree Year (3),School (4),Degree (4),Degree Year (4),School (5),Degree (5),Degree Year (5),Professional Career,Other Nominations/Recess Appointments
1382066,1026,Henley,Jesse,Smith, ,5,18,1917,Saint Joe,AR,10,18,1997,Harrison,AR,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Arkansas,Judge,Dwight D. Eisenhower,Republican,,,,ARED0107, ,10/25/58,1/17/59,1/17/59,,Not Reported,,,  ,,,,,,,,Recess Appointment-Not Confirmed,9/8/59,U.S. District Court,U.S. District Court for the Eastern District of Arkansas,Judge,Dwight D. Eisenhower,Republican,,,,ARED0202, ,,8/18/59,8/18/59,8/26/59,Reported (favorably),9/1/59,Voice,  ,9/2/59,9/8/59,1959,1975,,,,Appointment to Another Judicial Position,3/24/75,U.S. District Court,U.S. District Court for the Western District of Arkansas,Judge,Dwight D. Eisenhower,Republican,,,,ARWD0302, ,,8/18/59,8/18/59,8/26/59,Reported (favorably),9/1/59,Voice,  ,9/2/59,9/8/59,,,,,,Appointment to Another Judicial Position,3/24/75,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Gerald Ford,Republican,,,Well Qualified,CA80704, ,,1/28/75,1/28/75,2/12/75,Reported (favorably),3/12/75,Voice,  ,3/13/75,3/14/75,,,,,5/31/82,Death,10/18/97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Referee in Bankruptcy, Western District of Arkansas, 1943-1945",,,,University of Arkansas School of Law,LL.B.,1941,,,,,,,,,,,,,"Private practice, Fayetteville, Arkansas, 1941-1954; Clerk, U.S. District Court, Western District of Arkansas, 1943-1945; Associate general counsel, Federal Communications Commission, 1954-1956; Director, Office of Administrative Procedure, U.S. Department of Justice, 1956-1958","Nominated to U.S. District Court for the Eastern District of Arkansas, February 24, 1958; no Senate vote; Nominated to U.S. District Court for the Eastern District of Arkansas, January 17, 1959; nomination withdrawn by president, August 18, 1959; appointed to another judicial position, September 8, 1959; Nominated to U.S. Court of Appeals for the Eighth Circuit, December 11, 1974; no Senate vote"
1382071,1027,Henning,Edward,J., ,12,28,1868,Iron Ridge,WI,9,6,1937,Toledo,OH,Male,White,U.S. District Court,U.S. District Court for the Southern District of California,Judge,Calvin Coolidge,Republican,,,,CASD0502, ,4/24/25,12/8/25,12/8/25,,Reported (favorably),12/14/25,Voice,  ,12/15/25,12/15/25,,,,,,Resignation,12/31/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Wisconsin,B.L.,1894,Columbian University School of Law (now George Washington University Law School),LL.B.,1896,Columbian University School of Law (now George Washington University Law School),LL.M.,1897,,,,,,,"Private practice, Milwaukee, Wisconsin, 1897-1912; U.S. attorney for the Eastern District of Wisconsin, 1901-1910; Private practice, San Diego, California, 1913-1921; Assistant secretary of labor, 1921-1925; Private practice, Los Angeles, California, Washington, D.C., and New York City, 1930-1937",
13761901,13761901,Henry,Catherine,,,,,1969,Edison,NJ,,,,,,Female,White,U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Joseph R. Biden,Democratic,,,Well Qualified,PAED1905,,,6/4/24,6/4/24,6/20/24,Reported (favorably),8/1/24,Roll Call, 50/48,12/3/24,12/6/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drew University,B.A.,1991,District of Columbia School of Law (now University of the District of Columbia Clarke School of Law),J.D.,1995,,,,,,,,,,"Staff attorney, Feminist Majority Foundation, Arlington, Virginia, 1995-1996; Assistant defender, Defender Association of Philadelphia [Pennsylvania], 1996-2002; Federal Community Defender Office, Eastern District of Pennsylvania, 2002-2024; assistant federal defender, 2002-2008; senior litigator, 2008-2024; Adjunct professor, University of Pennsylvania Carey Law School, 2009-",
1382076,1028,Henry,Robert,Harlan, ,,,1953,Shawnee,OK,,,, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Tenth Circuit,Judge,William J. Clinton,Democratic,,,Well Qualified,CA100702, ,,2/9/94,2/9/94,4/29/94,Reported (favorably),5/5/94,Voice,  ,5/6/94,5/9/94,2008,2010,,,,Resignation,6/30/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Oklahoma,B.A.,1974,University of Oklahoma College of Law,J.D.,1976,,,,,,,,,,"Private practice, Shawnee, Oklahoma, 1977-1987; State representative, Oklahoma, 1976-1986; Attorney general, State of Oklahoma, 1987-1992; Dean/professor of law, Oklahoma City University School of Law, 1993-1994; Member, Judicial Conference of the United States, 2008-2010; President/chief executive officer, Oklahoma City University, 2010-",
1382081,1029,Herlands,William,Bernard, ,7,19,1905,New York,NY,8,28,1969,New York,NY,Male,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Dwight D. Eisenhower,Republican,,,,NYSD1202, ,8/12/55,1/12/56,1/12/56,4/18/56,Reported (favorably),6/25/56,Voice,  ,6/26/56,6/27/56,,,,,,Death,8/28/69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City College of New York,B.S.,1925,Columbia Law School,LL.B.,1928,,,,,,,,,,"Private practice, New York City, 1928-1931, 1940-1954; Assistant U.S. attorney, Southern District of New York, 1931-1934; Assistant corporate counsel, New York City, 1934-1935; Assistant to the special prosecutor, New York County, New York, 1935-1937; Commissioner of investigation, New York City, 1938-1944; Judge, New York Court of Domestic Relations, 1940; Special assistant attorney general, State of New York, 1944-1945; Special prosecutor, Richmond County, New York, 1951-1954; Member, New York State Board of Mediation, 1950-1954; Special counsel, New York State Tax Commission, 1953-1954; Commissioner of investigation, State of New York, 1954-1955","Nominated to U.S. District Court for the Southern District of New York, May 11, 1955; no Senate vote"
1382086,1030,Herlong,Henry,Michael,Jr.,,,1944,Washington,DC,,,, , ,Male,White,U.S. District Court,U.S. District Court for the District of South Carolina,Judge,George H.W. Bush,Republican,,,Well Qualified,SCD1001,104 Stat. 5089,,4/9/91,4/9/91,4/24/91,Reported (favorably),5/9/91,Voice,  ,5/9/91,5/14/91,,,,,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the District of South Carolina, 1986-1991",,,,Clemson University,B.A.,1967,University of South Carolina School of Law,J.D.,1970,,,,,,,,,,"U.S. Army Reserve captain, 1967-1973; Legislative assistant, U.S. Sen. Strom Thurmond of South Carolina, 1970-1972; Assistant U.S. attorney, District of South Carolina, 1972-1976, 1983-1986; Criminal Division, 1972-1976; Civil Division, 1983-1986; Private practice, Edgefield, South Carolina, 1976-1983",
1382091,1031,Herman,Robert,Dixon, ,9,24,1911,Northumberland,PA,4,5,1990,Harrisburg,PA,Male,White,U.S. District Court,U.S. District Court for the Middle District of Pennsylvania,Judge,Richard M. Nixon,Republican,,,Well Qualified,PAMD0302, ,,10/2/69,10/2/69,12/2/69,Reported (favorably),12/9/69,Voice,  ,12/10/69,12/11/69,,,,,9/25/81,Death,4/5/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bucknell University,A.B.,1935,Cornell Law School,LL.B.,1938,,,,,,,,,,"Private practice, Dauphin County, Pennsylvania, 1938-1958; Assistant district attorney, Dauphin County, Pennsylvania, 1942-1944; U.S. Naval Reserve law specialist, 1944-1946; State legislator, Pennsylvania, 1948-1950; Solicitor, Dauphin County, Pennsylvania, 1950-1957; Judge, Court of Common Pleas of Dauphin County [Pennsylvania], 1957-1970; juvenile court judge, 1965-1970",
13762030,13762030,Hermandorfer,Whitney,Downs,,,,1987,Clearwater,FL,,,,,,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,Donald J. Trump,Republican,,,Well Qualified,CA61703,,,5/12/25,5/12/25,6/4/25,Reported (favorably),6/26/25,Roll Call, 46/42,7/14/25,7/17/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princeton University,B.A.,2009,George Washington University Law School,J.D.,2015,,,,,,,,,,"Private practice, Washington, D.C., 2015-2016, 2019-2020, 2021-2023; Law clerk, Hon. Brett M. Kavanaugh, U.S. Court of Appeals for the District of Columbia Circuit, 2016-2017; Law clerk, Hon. Richard J. Leon, U.S. District Court for the District of Columbia, 2017-2018; Law clerk, Hon. Samuel A. Alito, Jr., Supreme Court of the United States, 2018-2019; Law clerk, Hon. Amy Coney Barrett, Supreme Court of the United States, 2020-2021; Adjunct professor, George Washington University Law School, 2023; Office of the Attorney General and Reporter, State of Tennessee, 2023-2025; assistant solicitor general, 2023-2024; director, Strategic Litigation Unit, 2023-2025",
1382096,1032,Hermansdorfer,H[oward],David, ,4,11,1931,Ashland,KY,11,17,2003,Ashland,KY,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Kentucky,Judge,Richard M. Nixon,Republican,,,Qualified,KYED0301,84 Stat. 294,,2/16/72,2/16/72,3/1/72,Reported (favorably),3/2/72,Voice,  ,3/2/72,3/7/72,,,,,,Resignation,1/31/81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princeton University,A.B.,1953,University of Virginia School of Law,LL.B.,1959,,,,,,,,,,"Private practice, Ashland, Kentucky, 1959-1972",
1393596,3352,Hernandez,Marco,Antonio, ,,,1957,Nogales,AZ,,,, , ,Male,Hispanic,U.S. District Court,U.S. District Court for the District of Oregon,Judge,Barack Obama,Democratic,,,Qualified,ORD0503, ,,1/5/11,1/5/11,,Reported (favorably),2/3/11,Voice,  ,2/7/11,2/9/11,2019,2023,,,8/21/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Oregon State College,B.A.,1983,University of Washington School of Law,J.D.,1986,,,,,,,,,,"Staff attorney, Oregon Legal Services, Hillsboro, Oregon, 1986-1989; Deputy district attorney, Washington County, Oregon, 1989-1994; Judge, Oregon District Court, Washington County, 1995-1998; Judge, Oregon Circuit Court, Washington County, 1998-2011; presiding judge, 2002-2005","Nominated to U.S. District Court for the District of Oregon, July 23, 2008; no Senate vote; Nominated to U.S. District Court for the District of Oregon, July 14, 2010; no Senate vote"
1390811,2795,Herndon,David,R., ,,,1953,Sedalia,MO,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Illinois,Judge,William J. Clinton,Democratic,,,Qualified,ILSD0402, ,,4/23/98,4/23/98,7/16/98,Reported (favorably),7/30/98,Voice,  ,10/21/98,10/22/98,2007,2014,,,,Retirement,1/7/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Illinois University Edwardsville,B.A.,1974,Southern Illinois University School of Law,J.D.,1977,,,,,,,,,,"Private practice, 1977-1991; Associate judge, Illinois Circuit Court, Third Judicial Circuit, 1991-1998",
1392126,3058,Herrera,Judith,C., ,,,1954,Chicago,IL,,,, , ,Female,Hispanic,U.S. District Court,U.S. District Court for the District of New Mexico,Judge,George W. Bush,Republican,,,Well Qualified,NMD0304, ,,9/23/03,9/23/03,11/12/03,Reported (favorably),3/4/04,Roll Call, 93/0,6/3/04,6/13/04,,,,,7/1/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of New Mexico,B.A.,1976,Georgetown University Law Center,J.D.,1979,,,,,,,,,,"Assistant district attorney, Santa Fe, New Mexico, 1979-1980; Private practice, Santa Fe, New Mexico, 1980-2004; City councilwoman, Santa Fe, New Mexico, 1981-1986",
1382101,1033,Heyburn,John,Gilpin,II,11,12,1948,Boston,MA,4,29,2015,Louisville,KY,Male,White,U.S. District Court,U.S. District Court for the Western District of Kentucky,Judge,George H.W. Bush,Republican,,,Qualified,KYWD0403, ,,3/20/92,3/20/92,8/4/92,Reported (favorably),8/12/92,Voice,  ,8/12/92,8/17/92,2001,2008,,,4/1/14,Death,4/29/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard College,A.B.,1970,University of Kentucky College of Law,J.D.,1976,,,,,,,,,,"U.S. Army Reserve, 1970-1976; Private practice, Louisville, Kentucky, 1976-1992; Chair,U.S. Judicial Panel on Multidistrict Litigation, 2007-2014",
10959846,10959846,Heytens,Toby,Jay,,,,1975,Duluth,MN,,,,,,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Joseph R. Biden,Democratic,,,Well Qualified,CA40504,,,7/13/21,7/13/21,7/28/21,Reported (favorably),9/23/21,Roll Call, 53/43,11/1/21,11/2/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macalester College,B.A.,1997,University of Virginia School of Law,J.D.,2000,,,,,,,,,,"Law clerk, Hon. Edward R. Becker, U.S. Court of Appeals for the Third Circuit, 2000-2001; Bristow Fellow, U.S. Department of Justice, 2001-2002; Law clerk, Hon. Ruth Bader Ginsburg, Supreme Court of the United States, 2002-2003; Private practice, Washington, D.C., 2003-2006, 2014; Visiting assistant professor, Cornell Law School, 2005; University of Virginia School of Law, 2006-2021; associate professor, 2006-2014; co-director, Supreme Court Litigation Clinic, 2011, 2014-2015, 2016-2017; professor, 2014-2021; David H. Ibbeken '71 Research Professor, 2015-2018; Assistant to the solicitor general, U.S. Department of Justice, 2007-2010; Appellate practice transition counsel, Office of the AttorneyGeneral, State of Virginia, 2018; Solicitor general, State of Virginia, 2018-2021",
1390936,2820,Hibbler,William,J., ,8,7,1946,Kennedy,AL,3,19,2012,Richton Park,IL,Male,African American,U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,William J. Clinton,Democratic,,,Qualified,ILND0406, ,,1/26/99,1/26/99,3/25/99,Reported (favorably),3/25/99,Voice,  ,4/15/99,4/22/99,,,,,,Death,3/19/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Illinois at Chicago,B.S.,1969,DePaul University College of Law,J.D.,1973,,,,,,,,,,"Assistant state's attorney, Cook County, Illinois, 1973-1977, 1981-1986; Private practice, Chicago, Illinois, 1977-1981; Associate judge, Illinois Circuit Court, Cook County, 1986-1999; Adjunct professor, Chicago-Kent College of Law, 1989-1999","Nominated to U.S. District Court for the Northern District of Illinois, September 16, 1998; no Senate vote"
1382106,1034,Hickenlooper,Smith, , ,2,13,1880,Cincinnati,OH,12,22,1933, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,Warren G. Harding,Republican,,,,OHSD0303, ,,3/3/23,3/3/23,,Reported (favorably),3/3/23,Voice,  ,3/3/23,3/3/23,,,,,,Appointment to Another Judicial Position,1/8/29,U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,Calvin Coolidge,Republican,,,,CA60305, ,,12/6/28,12/6/28,,Reported (favorably),12/17/28,Voice,  ,12/17/28,12/17/28,,,,,,Death,12/22/33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Cincinnati,B.A.,1901,Harvard Law School,LL.B.,1904,,,,,,,,,,"Private practice, Cincinnati, Ohio, 1904-1918; Member, Cincinnati [Ohio] Board of Education, 1908-1909; Assistant prosecutor, Hamilton County, Ohio, 1916-1918; U.S. Army private, Field Artillery, 1918; Judge, Superior Court of Cincinnati [Ohio], 1918-1923",
1382111,1035,Hickey,John,Joseph, ,8,22,1911,Rawlins,WY,9,22,1970,Cheyenne,WY,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Tenth Circuit,Judge,Lyndon B. Johnson,Democratic,,,Well Qualified,CA100502, ,,5/12/66,5/16/66,6/1/66,Reported (no recommendation recorded),6/9/66,Voice,  ,6/9/66,6/9/66,,,,,,Death,9/22/70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Wyoming College of Law,LL.B.,1934,,,,,,,,,,,,,"Private practice, Rawlins, Wyoming, 1934-1942, 1962-1966; City treasurer, Rawlins, Wyoming, 1935-1940; County attorney, Carbon County, Wyoming, 1939-1942, 1946-1949; U.S. Army captain, 1942-1945; U.S. attorney for the District of Wyoming, 1949-1954; Chairman, Democratic Party of Wyoming, 1954-1958; Governor, Wyoming, 1958-1960; U.S. senator from Wyoming, 1961-1962",
1393806,3394,Hickey,Susan,Owens, ,,,1955,Dallas,TX,,,, , ,Female,White,U.S. District Court,U.S. District Court for the Western District of Arkansas,Judge,Barack Obama,Democratic,,,Qualified,ARWD0503, ,,4/6/11,4/6/11,6/8/11,Reported (favorably),7/14/11,Roll Call, 83/8,10/13/11,10/19/11,2019,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Arkansas,B.A.,1977,University of Arkansas School of Law,J.D.,1981,,,,,,,,,,"Staff attorney, Murphy Oil Corporation, El Dorado, Arkansas, 1981-1984; Law clerk, Hon. Harry F. Barnes, U.S. District Court, Western District of Arkansas, 1997, 1998, 2003-2010; Judge, Circuit Court of Arkansas, Thirteenth Judicial Circuit, 2010-2011",
1382116,1036,Hicklin,Edwin,Richley, ,3,1,1895,Wapello,IA,9,19,1963, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Iowa,Judge,Dwight D. Eisenhower,Republican,,,,IASD0204, ,,7/16/57,7/16/57,8/7/57,Reported (favorably),8/14/57,Voice,  ,8/15/57,8/16/57,,,,,1/27/60,Death,9/19/63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drake University,A.B.,1915,University of Iowa College of Law,LL.B.,1917,,,,,,,,,,"U.S. Army, World War I and World War II; Private practice, Iowa, 1918-; County attorney, Louisa County, Iowa, 1920-1924; State senator, Iowa, 1930-1934; Republican candidate for U.S. House of Representatives from Iowa, 1934",
1391341,2901,Hicks,Larry,R., ,12,13,1943,Evanston,IL,5,29,2024,Reno,NV,Male,White,U.S. District Court,U.S. District Court for the District of Nevada,Judge,George W. Bush,Republican,,,Well Qualified,NVD0304, ,,9/4/01,9/4/01,10/18/01,Reported (favorably),11/1/01,Roll Call, 83/0,11/5/01,11/7/01,,,,,12/13/12,Death,5/29/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of Nevada, Reno",B.S.,1965,University of Colorado Law School,J.D.,1968,,,,,,,,,,"Washoe County [Nevada] District Attorney's Office, 1968-1974; law clerk, 1968; attorney, 1968-1974; District attorney, Washoe County, Nevada, 1975-1979; Private practice, Nevada, 1979-2001","Nominated to U.S. District Court for the District of Nevada, July 2, 1992; no Senate vote; Nominated to U.S. District Court for the District of Nevada, August 2, 2001; no Senate vote"
1391831,2999,Hicks,S.,Maurice,Jr.,,,1952,New Orleans,LA,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,George W. Bush,Republican,,,Qualified,LAWD0802, ,,1/7/03,1/7/03,5/8/03,Reported (favorably),5/8/03,Roll Call, 86/0,5/19/03,5/21/03,2017,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas Christian University,B.A.,1974,Louisiana State University Law School (now Paul M. Hebert Law Center),J.D.,1977,,,,,,,,,,"Law clerk and staff attorney, Louisiana Legislative Council, 1975-1977; Private practice, Shreveport, Louisiana, 1977-2003; Member, Judicial Conference of the United States, 2020-2023","Nominated to U.S. District Court for the Western District of Louisiana, September 12, 2002; no Senate vote"
